gsis_id,pfr_player_name,position,season,pick,round,team,college,age,y2_games,y2_points,y3_games,y3_points,y4_games,y4_points,total_games,total_points,y24_ppg,low_sample_flag,is_training,censored_incomplete_arc,best3of4_ppg,expected_ppg_at_pick,residual_ppg,head_b_training_eligible,target_version,curve_version,age_at_draft,age_at_draft_missing,age_at_draft_source,covid_eligibility_flag,covid_eligibility_flag_missing,covid_eligibility_flag_source,transfer_portal_flag,transfer_portal_flag_missing,transfer_portal_flag_source,early_declare,early_declare_missing,early_declare_source,final_college_age,final_college_age_missing,final_college_age_source,height,height_missing,height_source,weight,weight_missing,weight_source,wr_vertical_jump,wr_vertical_jump_missing,wr_vertical_jump_source,wr_meets_athletic_floor,wr_meets_athletic_floor_missing,wr_meets_athletic_floor_source,rb_speed_score,rb_speed_score_missing,rb_speed_score_source,rb_weight,rb_weight_missing,rb_weight_source,rb_3cone,rb_3cone_missing,rb_3cone_source,rb_meets_athletic_floor,rb_meets_athletic_floor_missing,rb_meets_athletic_floor_source,te_weight,te_weight_missing,te_weight_source,te_bmi,te_bmi_missing,te_bmi_source,te_height_adj_speed_score,te_height_adj_speed_score_missing,te_height_adj_speed_score_source,nfl_pick,nfl_pick_missing,nfl_pick_source,nfl_round,nfl_round_missing,nfl_round_source,rb_age_at_draft,rb_age_at_draft_missing,rb_age_at_draft_source,te_age_at_draft,te_age_at_draft_missing,te_age_at_draft_source,wr_dominator_career,wr_dominator_career_missing,wr_dominator_career_source,rb_career_dominator,rb_career_dominator_missing,rb_career_dominator_source,te_career_dominator,te_career_dominator_missing,te_career_dominator_source,wr_market_share_yds,wr_market_share_yds_missing,wr_market_share_yds_source,rb_scrimmage_ypg,rb_scrimmage_ypg_missing,rb_scrimmage_ypg_source,wr_dominator_final,wr_dominator_final_missing,wr_dominator_final_source,wr_breakout_age,wr_breakout_age_missing,wr_breakout_age_source,rb_rec_ypg,rb_rec_ypg_missing,rb_rec_ypg_source,rb_final_dominator,rb_final_dominator_missing,rb_final_dominator_source,te_deep_yard_share,te_deep_yard_share_missing,te_deep_yard_share_source,te_ryptpa_final,te_ryptpa_final_missing,te_ryptpa_final_source,rb_10_yard_split,rb_10_yard_split_missing,rb_10_yard_split_source,rb_ras_composite,rb_ras_composite_missing,rb_ras_composite_source,wr_ras_composite,wr_ras_composite_missing,wr_ras_composite_source,wr_yards_per_reception_career,wr_yards_per_reception_career_missing,wr_yards_per_reception_career_source,te_yards_per_reception_career,te_yards_per_reception_career_missing,te_yards_per_reception_career_source,te_ras_composite,te_ras_composite_missing,te_ras_composite_source,wr_rec_tds_per_game_final,wr_rec_tds_per_game_final_missing,wr_rec_tds_per_game_final_source,rb_school_sp_plus,rb_school_sp_plus_missing,rb_school_sp_plus_source,wr_early_declare,wr_early_declare_missing,wr_early_declare_source,w2_combine_degraded,w2b_cfbd_degraded,yprr_college,yprr_college_missing,yprr_college_source,ryptpa,ryptpa_missing,ryptpa_source,qb_completion_pct_final,qb_completion_pct_final_missing,qb_completion_pct_final_source,qb_yards_per_attempt_final,qb_yards_per_attempt_final_missing,qb_yards_per_attempt_final_source,qb_td_int_ratio_final,qb_td_int_ratio_final_missing,qb_td_int_ratio_final_source,qb_sack_rate_final,qb_sack_rate_final_missing,qb_sack_rate_final_source,rb_yards_per_carry_final,rb_yards_per_carry_final_missing,rb_yards_per_carry_final_source,rb_yards_per_reception_career,rb_yards_per_reception_career_missing,rb_yards_per_reception_career_source
00-0031503,Jameis Winston,QB,2015,1,1,TAM,Florida St.,21.0,16,256.1,13,201.66,11,195.78,40,653.54,16.338,0,1,0,16.3385,,,0,head_b_v3,v3,21.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,1,0,proxy_age_at_draft,20.0,0,proxy_age_at_draft,76.0,0,nfl_combine,231.0,0,nfl_combine,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,0,nfl_data_py,1,0,nfl_data_py,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,0,0,,,,,,,0.653,0,cfbd,8.4,0,cfbd,1.388889,0,cfbd,,1,,,,,,,
00-0032268,Marcus Mariota,QB,2015,2,1,TEN,Oregon,21.0,15,259.94,15,210.48000000000002,14,175.92000000000002,44,646.34,14.69,0,1,0,14.6895,,,0,head_b_v3,v3,21.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,1,0,proxy_age_at_draft,20.0,0,proxy_age_at_draft,76.0,0,nfl_combine,222.0,0,nfl_combine,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,0,nfl_data_py,1,0,nfl_data_py,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,0,0,,,,,,,0.683,0,cfbd,10.0,0,cfbd,10.5,0,cfbd,,1,,,,,,,
00-0031544,Amari Cooper,WR,2015,4,1,OAK,Alabama,21.0,16,232.3,14,158.4,15,215.5,45,606.2,13.471,0,1,0,13.4711,14.8475,-1.3764,1,head_b_v3,v3,21.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,1,0,proxy_age_at_draft,20.0,0,proxy_age_at_draft,73.0,0,nfl_combine,211.0,0,nfl_combine,33.0,0,nfl_combine,1,0,nfl_combine_szekely2023_proxy,,1,,,1,,,1,,,1,,,1,,,1,,,1,,4,0,nfl_data_py,1,0,nfl_data_py,,1,,,1,,0.4719794344473008,0,cfbd,,1,,,1,,0.4533,0,cfbd,,1,,0.46,0,cfbd,18.0,0,cfbd_proxy,,1,,,1,,,1,,,1,,,1,,,1,,,1,,15.52,0,cfbd,,1,,,1,,,1,,,1,,1,0,proxy_age_at_draft,0,0,,1,,3.6718,0,cfbd,,,,,,,,,,,,,,,,,,
00-0031545,Kevin White,WR,2015,7,1,CHI,West Virginia,23.0,4,38.6,1,2.6,3,13.200000000000001,8,54.4,6.8,1,1,0,6.8,10.4961,-3.6961,1,head_b_v3,v3,23.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,0,0,proxy_age_at_draft,22.0,0,proxy_age_at_draft,75.0,0,nfl_combine,215.0,0,nfl_combine,36.5,0,nfl_combine,1,0,nfl_combine_szekely2023_proxy,,1,,,1,,,1,,,1,,,1,,,1,,,1,,7,0,nfl_data_py,1,0,nfl_data_py,,1,,,1,,0.3678718757583111,0,cfbd,,1,,,1,,0.3491,0,cfbd,,1,,0.3702,0,cfbd,21.0,0,cfbd_proxy,,1,,,1,,,1,,,1,,,1,,,1,,,1,,13.32,0,cfbd,,1,,,1,,,1,,,1,,0,0,proxy_age_at_draft,0,0,,1,,2.4682,0,cfbd,,,,,,,,,,,,,,,,,,
00-0032241,Todd Gurley,RB,2015,10,1,STL,Georgia,21.0,16,198.20000000000002,15,385.3,14,372.1,45,955.6,21.236,0,1,0,21.2356,19.6562,1.5794,1,head_b_v3,v3,21.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,1,0,proxy_age_at_draft,20.0,0,proxy_age_at_draft,73.0,0,nfl_combine,222.0,0,nfl_combine,,1,,,1,,106.37,0,combine_barnwell2008,222.0,0,nfl_combine,,1,,1,0,combine_szekely2023_proxy,,1,,,1,,,1,,10,0,nfl_data_py,1,0,nfl_data_py,21.0,0,nfl_data_py,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,27.6,0,cfbd_sp_plus,,1,,0,0,,,,,,,,,,,,,,,,,,,,1,,,1,
00-0031547,DeVante Parker,WR,2015,14,1,MIA,Louisville,22.0,15,154.4,13,130.0,11,60.9,39,345.3,8.854,0,1,0,8.8538,10.4961,-1.6423,1,head_b_v3,v3,22.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,0,0,proxy_age_at_draft,21.0,0,proxy_age_at_draft,75.0,0,nfl_combine,209.0,0,nfl_combine,36.5,0,nfl_combine,1,0,nfl_combine_szekely2023_proxy,,1,,,1,,,1,,,1,,,1,,,1,,,1,,14,0,nfl_data_py,1,0,nfl_data_py,,1,,,1,,0.24954212454212454,0,cfbd,,1,,,1,,0.2713,0,cfbd,,1,,0.2745,0,cfbd,18.0,0,cfbd_proxy,,1,,,1,,,1,,,1,,,1,,,1,,,1,,18.13,0,cfbd,,1,,,1,,,1,,,1,,0,0,proxy_age_at_draft,0,0,,1,,1.7173,0,cfbd,,,,,,,,,,,,,,,,,,
00-0032144,Melvin Gordon,RB,2015,15,1,SDG,Wisconsin,22.0,13,250.60000000000002,16,288.1,12,275.5,41,814.2,19.859,0,1,0,19.8585,19.6562,0.2023,1,head_b_v3,v3,22.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,0,0,proxy_age_at_draft,21.0,0,proxy_age_at_draft,73.0,0,nfl_combine,215.0,0,nfl_combine,,1,,,1,,103.02,0,combine_barnwell2008,215.0,0,nfl_combine,7.04,0,nfl_combine,1,0,combine_szekely2023_proxy,,1,,,1,,,1,,15,0,nfl_data_py,1,0,nfl_data_py,22.0,0,nfl_data_py,,1,,,1,,0.6038162311080069,0,cfbd,,1,,,1,,,1,,,1,,,1,,,1,,0.4102,0,cfbd,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,20.8,0,cfbd_sp_plus,,1,,0,0,,,,,,,,,,,,,,,,,,,7.5599,0,cfbd,11.05,0,cfbd
00-0031549,Nelson Agholor,WR,2015,20,1,PHI,USC,22.0,15,87.9,16,187.5,16,165.4,47,440.8,9.379,0,1,0,9.3787,10.3868,-1.0081,1,head_b_v3,v3,22.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,0,0,proxy_age_at_draft,21.0,0,proxy_age_at_draft,72.0,0,nfl_combine,198.0,0,nfl_combine,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,20,0,nfl_data_py,1,0,nfl_data_py,,1,,,1,,0.3241003032237472,0,cfbd,,1,,,1,,0.346,0,cfbd,,1,,0.3258,0,cfbd,20.0,0,cfbd_proxy,,1,,,1,,,1,,,1,,,1,,,1,,,1,,14.29,0,cfbd,,1,,,1,,,1,,,1,,0,0,proxy_age_at_draft,0,0,,1,,2.6587,0,cfbd,,,,,,,,,,,,,,,,,,
00-0032054,Breshad Perriman,WR,2015,26,1,BAL,Central Florida,21.0,15,101.1,11,17.7,10,62.2,36,181.0,5.028,0,1,0,5.0278,10.3868,-5.359,1,head_b_v3,v3,21.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,1,0,proxy_age_at_draft,20.0,0,proxy_age_at_draft,74.0,0,nfl_combine,212.0,0,nfl_combine,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,26,0,nfl_data_py,1,0,nfl_data_py,,1,,,1,,0.3662961752206604,0,cfbd,,1,,,1,,0.3273,0,cfbd,,1,,0.3887,0,cfbd,20.0,0,cfbd_proxy,,1,,,1,,,1,,,1,,,1,,,1,,,1,,20.07,0,cfbd,,1,,,1,,,1,,,1,,1,0,proxy_age_at_draft,0,0,,1,,2.1779,0,cfbd,,,,,,,,,,,,,,,,,,
00-0032208,Phillip Dorsett,WR,2015,29,1,IND,Miami (FL),22.0,15,98.80000000000001,9,32.1,11,81.9,35,212.8,6.08,0,1,0,6.08,10.2078,-4.1278,1,head_b_v3,v3,22.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,0,0,proxy_age_at_draft,21.0,0,proxy_age_at_draft,70.0,0,nfl_combine,185.0,0,nfl_combine,37.0,0,nfl_combine,1,0,nfl_combine_szekely2023_proxy,,1,,,1,,,1,,,1,,,1,,,1,,,1,,29,0,nfl_data_py,1,0,nfl_data_py,,1,,,1,,0.32634893576721835,0,cfbd,,1,,,1,,0.3125,0,cfbd,,1,,0.3608,0,cfbd,19.0,0,cfbd_proxy,,1,,,1,,,1,,,1,,,1,,,1,,,1,,17.99,0,cfbd,,1,,,1,,,1,,,1,,0,0,proxy_age_at_draft,0,0,,1,,2.1125,0,cfbd,,,,,,,,,,,,,,,,,,
00-0032209,T.J. Yeldon,RB,2015,36,2,JAX,Alabama,21.0,15,137.7,10,87.7,14,173.1,39,398.5,10.218,0,1,0,10.2179,12.444,-2.2261,1,head_b_v3,v3,21.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,1,0,proxy_age_at_draft,20.0,0,proxy_age_at_draft,73.0,0,nfl_combine,226.0,0,nfl_combine,,1,,,1,,100.08,0,combine_barnwell2008,226.0,0,nfl_combine,7.19,0,nfl_combine,1,0,combine_szekely2023_proxy,,1,,,1,,,1,,36,0,nfl_data_py,2,0,nfl_data_py,21.0,0,nfl_data_py,,1,,,1,,0.32634437805540467,0,cfbd,,1,,,1,,,1,,,1,,,1,,,1,,0.1742,0,cfbd,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,34.3,0,cfbd_sp_plus,,1,,0,0,,,,,,,,,,,,,,,,,,,5.0652,0,cfbd,10.9535,0,cfbd
00-0031934,Devin Smith,WR,2015,37,2,NYJ,Ohio St.,23.0,1,3.0,0,0.0,0,0.0,1,3.0,3.0,1,1,1,,9.8012,,0,head_b_v3,v3,23.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,0,0,proxy_age_at_draft,22.0,0,proxy_age_at_draft,72.0,0,nfl_combine,196.0,0,nfl_combine,39.0,0,nfl_combine,1,0,nfl_combine_szekely2023_proxy,,1,,,1,,,1,,,1,,,1,,,1,,,1,,37,0,nfl_data_py,2,0,nfl_data_py,,1,,,1,,0.2684303826737061,0,cfbd,,1,,,1,,0.249,0,cfbd,,1,,0.2655,0,cfbd,19.0,0,cfbd_proxy,,1,,,1,,,1,,,1,,,1,,,1,,,1,,20.34,0,cfbd,,1,,,1,,,1,,,1,,0,0,proxy_age_at_draft,0,0,,1,,1.9535,0,cfbd,,,,,,,,,,,,,,,,,,
00-0032218,Dorial Green-Beckham,WR,2015,40,2,TEN,Oklahoma,22.0,14,87.2,0,0.0,0,0.0,14,87.2,6.229,1,1,0,6.2286,9.8012,-3.5726,1,head_b_v3,v3,22.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,0,0,proxy_age_at_draft,21.0,0,proxy_age_at_draft,77.0,0,nfl_combine,237.0,0,nfl_combine,33.5,0,nfl_combine,1,0,nfl_combine_szekely2023_proxy,,1,,,1,,,1,,,1,,,1,,,1,,,1,,40,0,nfl_data_py,2,0,nfl_data_py,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,0,0,proxy_age_at_draft,0,0,,1,,,1,,,,,,,,,,,,,,,,,,,
00-0032055,Devin Funchess,WR,2015,41,2,CAR,Michigan,21.0,14,86.10000000000001,16,195.0,14,122.9,44,404.0,9.182,0,1,0,9.1818,9.8012,-0.6194,1,head_b_v3,v3,21.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,1,0,proxy_age_at_draft,20.0,0,proxy_age_at_draft,76.0,0,nfl_combine,232.0,0,nfl_combine,38.5,0,nfl_combine,1,0,nfl_combine_szekely2023_proxy,,1,,,1,,,1,,,1,,,1,,,1,,,1,,41,0,nfl_data_py,2,0,nfl_data_py,,1,,,1,,0.37948090107737514,0,cfbd,,1,,,1,,0.359,0,cfbd,,1,,0.3795,0,cfbd,19.0,0,cfbd_proxy,,1,,,1,,,1,,,1,,,1,,,1,,,1,,13.74,0,cfbd,,1,,,1,,,1,,,1,,1,0,proxy_age_at_draft,0,0,,1,,2.2485,0,cfbd,,,,,,,,,,,,,,,,,,
00-0032104,Ameer Abdullah,RB,2015,54,2,DET,Nebraska,22.0,2,26.8,14,124.4,4,5.9,20,157.1,7.855,0,1,0,7.855,11.6922,-3.8372,1,head_b_v3,v3,22.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,0,0,proxy_age_at_draft,21.0,0,proxy_age_at_draft,69.0,0,nfl_combine,205.0,0,nfl_combine,,1,,,1,,91.57,0,combine_barnwell2008,205.0,0,nfl_combine,6.79,0,nfl_combine,1,0,combine_szekely2023_proxy,,1,,,1,,,1,,54,0,nfl_data_py,2,0,nfl_data_py,22.0,0,nfl_data_py,,1,,,1,,0.5293536434746808,0,cfbd,,1,,,1,,,1,,,1,,,1,,,1,,0.3217,0,cfbd,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,13.1,0,cfbd_sp_plus,,1,,0,0,,,,,,,,,,,,,,,,,,,6.4262,0,cfbd,9.3881,0,cfbd
00-0031558,Maxx Williams,TE,2015,55,2,BAL,Minnesota,21.0,0,0.0,9,28.200000000000003,9,37.1,18,65.3,3.628,0,1,0,3.6278,8.8173,-5.1895,1,head_b_v3,v3,21.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,1,0,proxy_age_at_draft,20.0,0,proxy_age_at_draft,76.0,0,nfl_combine,249.0,0,nfl_combine,,1,,,1,,,1,,,1,,,1,,,1,,249.0,0,nfl_combine,30.31,0,nfl_combine_derived,95.39,0,combine_pp_hass_approx,55,0,nfl_data_py,2,0,nfl_data_py,,1,,21.0,0,nfl_data_py,,1,,,1,,0.48761749819233546,0,cfbd,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1.8543,0,cfbd,,1,,,1,,,1,,,1,,16.57,0,cfbd,,1,,,1,,,1,,,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
00-0032256,Clive Walford,TE,2015,68,3,OAK,Miami (FL),23.0,15,86.9,6,17.0,0,0.0,21,103.9,4.948,0,1,0,4.9476,8.082,-3.1344,1,head_b_v3,v3,23.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,0,0,proxy_age_at_draft,22.0,0,proxy_age_at_draft,76.0,0,nfl_combine,251.0,0,nfl_combine,,1,,,1,,,1,,,1,,,1,,,1,,251.0,0,nfl_combine,30.55,0,nfl_combine_derived,95.36,0,combine_pp_hass_approx,68,0,nfl_data_py,3,0,nfl_data_py,,1,,23.0,0,nfl_data_py,,1,,,1,,0.23864739446456898,0,cfbd,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1.7289,0,cfbd,,1,,,1,,,1,,,1,,14.28,0,cfbd,,1,,,1,,,1,,,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
00-0032211,Tyler Lockett,WR,2015,69,3,SEA,Kansas St.,22.0,14,124.1,16,124.3,16,222.4,46,470.8,10.235,0,1,0,10.2348,8.5194,1.7154,1,head_b_v3,v3,22.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,0,0,proxy_age_at_draft,21.0,0,proxy_age_at_draft,70.0,0,nfl_combine,182.0,0,nfl_combine,35.5,0,nfl_combine,1,0,nfl_combine_szekely2023_proxy,,1,,,1,,,1,,,1,,,1,,,1,,,1,,69,0,nfl_data_py,3,0,nfl_data_py,,1,,,1,,0.44188739409738387,0,cfbd,,1,,,1,,0.3976,0,cfbd,,1,,0.4131,0,cfbd,19.0,0,cfbd_proxy,,1,,,1,,,1,,,1,,,1,,,1,,,1,,15.29,0,cfbd,,1,,,1,,,1,,,1,,0,0,proxy_age_at_draft,0,0,,1,,3.2554,0,cfbd,,,,,,,,,,,,,,,,,,
00-0031560,Jaelen Strong,WR,2015,70,3,HOU,Arizona St.,21.0,6,27.1,1,12.8,0,0.0,7,39.9,5.7,1,1,1,,8.5194,,0,head_b_v3,v3,21.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,1,0,proxy_age_at_draft,20.0,0,proxy_age_at_draft,74.0,0,nfl_combine,217.0,0,nfl_combine,42.0,0,nfl_combine,1,0,nfl_combine_szekely2023_proxy,,1,,,1,,,1,,,1,,,1,,,1,,,1,,70,0,nfl_data_py,3,0,nfl_data_py,,1,,,1,,0.31086647257328126,0,cfbd,,1,,,1,,0.3203,0,cfbd,,1,,0.3164,0,cfbd,19.0,0,cfbd_proxy,,1,,,1,,,1,,,1,,,1,,,1,,,1,,14.77,0,cfbd,,1,,,1,,,1,,,1,,1,0,proxy_age_at_draft,0,0,,1,,2.2741,0,cfbd,,,,,,,,,,,,,,,,,,
00-0032058,Tevin Coleman,RB,2015,73,3,ATL,Indiana,22.0,13,191.10000000000002,15,167.70000000000002,16,193.60000000000002,44,552.4,12.555,0,1,0,12.5545,11.2764,1.2781,1,head_b_v3,v3,22.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,0,0,proxy_age_at_draft,21.0,0,proxy_age_at_draft,71.0,0,nfl_combine,206.0,0,nfl_combine,,1,,,1,,109.92,0,combine_barnwell2008,206.0,0,nfl_combine,,1,,1,0,combine_szekely2023_proxy,,1,,,1,,,1,,73,0,nfl_data_py,3,0,nfl_data_py,22.0,0,nfl_data_py,,1,,,1,,0.5804670380585869,0,cfbd,,1,,,1,,,1,,,1,,,1,,,1,,0.4474,0,cfbd,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1.8,0,cfbd_sp_plus,,1,,0,0,,,,,,,,,,,,,,,,,,,7.5407,0,cfbd,7.0926,0,cfbd
00-0032148,Garrett Grayson,QB,2015,75,3,NOR,Colorado St.,24.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,1,1,,,,0,head_b_v3,v3,24.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,0,0,proxy_age_at_draft,23.0,0,proxy_age_at_draft,74.0,0,nfl_combine,213.0,0,nfl_combine,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,75,0,nfl_data_py,3,0,nfl_data_py,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,0,0,,,,,,,0.643,0,cfbd,9.5,0,cfbd,4.571429,0,cfbd,,1,,,,,,,
00-0032128,Chris Conley,WR,2015,76,3,KAN,Georgia,22.0,16,97.0,5,28.5,15,91.39999999999999,36,216.9,6.025,0,1,0,6.025,8.5194,-2.4944,1,head_b_v3,v3,22.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,0,0,proxy_age_at_draft,21.0,0,proxy_age_at_draft,74.0,0,nfl_combine,213.0,0,nfl_combine,45.0,0,nfl_combine,1,0,nfl_combine_szekely2023_proxy,,1,,,1,,,1,,,1,,,1,,,1,,,1,,76,0,nfl_data_py,3,0,nfl_data_py,,1,,,1,,0.2930614338848275,0,cfbd,,1,,,1,,0.2464,0,cfbd,,1,,0.2754,0,cfbd,21.0,0,cfbd_proxy,,1,,,1,,,1,,,1,,,1,,,1,,,1,,15.52,0,cfbd,,1,,,1,,,1,,,1,,0,0,proxy_age_at_draft,0,0,,1,,1.7919,0,cfbd,,,,,,,,,,,,,,,,,,
00-0032257,Duke Johnson,RB,2015,77,3,CLE,Miami (FL),21.0,16,144.20000000000002,16,216.10000000000002,16,132.0,48,492.3,10.256,0,1,0,10.2562,11.2764,-1.0202,1,head_b_v3,v3,21.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,1,0,proxy_age_at_draft,20.0,0,proxy_age_at_draft,69.0,0,nfl_combine,207.0,0,nfl_combine,,1,,,1,,97.45,0,combine_barnwell2008,207.0,0,nfl_combine,,1,,1,0,combine_szekely2023_proxy,,1,,,1,,,1,,77,0,nfl_data_py,3,0,nfl_data_py,21.0,0,nfl_data_py,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,13.9,0,cfbd_sp_plus,,1,,0,0,,,,,,,,,,,,,,,,,,,,1,,,1,
00-0032214,Tyler Kroft,TE,2015,85,3,CIN,Rutgers,22.0,6,19.2,15,124.4,5,7.6,26,151.2,5.815,0,1,0,5.8154,8.082,-2.2666,1,head_b_v3,v3,22.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,0,0,proxy_age_at_draft,21.0,0,proxy_age_at_draft,77.0,0,nfl_combine,246.0,0,nfl_combine,,1,,,1,,,1,,,1,,,1,,,1,,246.0,0,nfl_combine,29.17,0,nfl_combine_derived,97.92,0,combine_pp_hass_approx,85,0,nfl_data_py,3,0,nfl_data_py,,1,,22.0,0,nfl_data_py,,1,,,1,,0.045500676589986466,0,cfbd,,1,,,1,,,1,,,1,,,1,,,1,,,1,,0.6919,0,cfbd,,1,,,1,,,1,,,1,,12.67,0,cfbd,,1,,,1,,,1,,,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
00-0032187,David Johnson,RB,2015,86,3,ARI,Northern Iowa,23.0,16,407.8,1,13.0,16,246.60000000000002,33,667.4,20.224,0,1,0,20.2242,11.2764,8.9478,1,head_b_v3,v3,23.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,0,0,proxy_age_at_draft,22.0,0,proxy_age_at_draft,73.0,0,nfl_combine,224.0,0,nfl_combine,,1,,,1,,109.25,0,combine_barnwell2008,224.0,0,nfl_combine,6.82,0,nfl_combine,1,0,combine_szekely2023_proxy,,1,,,1,,,1,,86,0,nfl_data_py,3,0,nfl_data_py,23.0,0,nfl_data_py,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,0.4772,0,cfbd,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,0,0,,,,,,,,,,,,,,,,,,,,1,below_volume_gate,22.4615,0,cfbd
00-0032166,Sammie Coates,WR,2015,87,3,PIT,Auburn,22.0,11,77.9,5,13.000000000000002,2,2.2,18,93.1,5.172,0,1,0,5.1722,8.2367,-3.0645,1,head_b_v3,v3,22.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,0,0,proxy_age_at_draft,21.0,0,proxy_age_at_draft,73.0,0,nfl_combine,212.0,0,nfl_combine,41.0,0,nfl_combine,1,0,nfl_combine_szekely2023_proxy,,1,,,1,,,1,,,1,,,1,,,1,,,1,,87,0,nfl_data_py,3,0,nfl_data_py,,1,,,1,,0.21111872013055133,0,cfbd,,1,,,1,,0.3518,0,cfbd,,1,,0.3009,0,cfbd,20.0,0,cfbd_proxy,,1,,,1,,,1,,,1,,,1,,,1,,,1,,22.59,0,cfbd,,1,,,1,,,1,,,1,,0,0,proxy_age_at_draft,0,0,,1,,2.1596,0,cfbd,,,,,,,,,,,,,,,,,,
00-0032245,Sean Mannion,QB,2015,89,3,STL,Oregon St.,23.0,1,-1.34,5,5.2,3,0.01999999999999999,9,3.88,0.431,1,1,0,0.4311,,,0,head_b_v3,v3,23.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,0,0,proxy_age_at_draft,22.0,0,proxy_age_at_draft,78.0,0,nfl_combine,229.0,0,nfl_combine,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,89,0,nfl_data_py,3,0,nfl_data_py,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,0,0,,,,,,,0.623,0,cfbd,7.0,0,cfbd,1.875,0,cfbd,,1,,,,,,,
