gsis_id,pfr_player_name,position,season,pick,round,team,college,age,y2_games,y2_points,y3_games,y3_points,y4_games,y4_points,total_games,total_points,y24_ppg,low_sample_flag,is_training,censored_incomplete_arc,best3of4_ppg,expected_ppg_at_pick,residual_ppg,head_b_training_eligible,target_version,curve_version,age_at_draft,age_at_draft_missing,age_at_draft_source,covid_eligibility_flag,covid_eligibility_flag_missing,covid_eligibility_flag_source,transfer_portal_flag,transfer_portal_flag_missing,transfer_portal_flag_source,early_declare,early_declare_missing,early_declare_source,final_college_age,final_college_age_missing,final_college_age_source,height,height_missing,height_source,weight,weight_missing,weight_source,wr_vertical_jump,wr_vertical_jump_missing,wr_vertical_jump_source,wr_meets_athletic_floor,wr_meets_athletic_floor_missing,wr_meets_athletic_floor_source,rb_speed_score,rb_speed_score_missing,rb_speed_score_source,rb_weight,rb_weight_missing,rb_weight_source,rb_3cone,rb_3cone_missing,rb_3cone_source,rb_meets_athletic_floor,rb_meets_athletic_floor_missing,rb_meets_athletic_floor_source,te_weight,te_weight_missing,te_weight_source,te_bmi,te_bmi_missing,te_bmi_source,te_height_adj_speed_score,te_height_adj_speed_score_missing,te_height_adj_speed_score_source,nfl_pick,nfl_pick_missing,nfl_pick_source,nfl_round,nfl_round_missing,nfl_round_source,rb_age_at_draft,rb_age_at_draft_missing,rb_age_at_draft_source,te_age_at_draft,te_age_at_draft_missing,te_age_at_draft_source,wr_dominator_career,wr_dominator_career_missing,wr_dominator_career_source,rb_career_dominator,rb_career_dominator_missing,rb_career_dominator_source,te_career_dominator,te_career_dominator_missing,te_career_dominator_source,wr_market_share_yds,wr_market_share_yds_missing,wr_market_share_yds_source,rb_scrimmage_ypg,rb_scrimmage_ypg_missing,rb_scrimmage_ypg_source,wr_dominator_final,wr_dominator_final_missing,wr_dominator_final_source,wr_breakout_age,wr_breakout_age_missing,wr_breakout_age_source,rb_rec_ypg,rb_rec_ypg_missing,rb_rec_ypg_source,rb_final_dominator,rb_final_dominator_missing,rb_final_dominator_source,te_deep_yard_share,te_deep_yard_share_missing,te_deep_yard_share_source,te_ryptpa_final,te_ryptpa_final_missing,te_ryptpa_final_source,rb_10_yard_split,rb_10_yard_split_missing,rb_10_yard_split_source,rb_ras_composite,rb_ras_composite_missing,rb_ras_composite_source,wr_ras_composite,wr_ras_composite_missing,wr_ras_composite_source,wr_yards_per_reception_career,wr_yards_per_reception_career_missing,wr_yards_per_reception_career_source,te_yards_per_reception_career,te_yards_per_reception_career_missing,te_yards_per_reception_career_source,te_ras_composite,te_ras_composite_missing,te_ras_composite_source,wr_rec_tds_per_game_final,wr_rec_tds_per_game_final_missing,wr_rec_tds_per_game_final_source,rb_school_sp_plus,rb_school_sp_plus_missing,rb_school_sp_plus_source,wr_early_declare,wr_early_declare_missing,wr_early_declare_source,w2_combine_degraded,w2b_cfbd_degraded,yprr_college,yprr_college_missing,yprr_college_source,ryptpa,ryptpa_missing,ryptpa_source,qb_completion_pct_final,qb_completion_pct_final_missing,qb_completion_pct_final_source,qb_yards_per_attempt_final,qb_yards_per_attempt_final_missing,qb_yards_per_attempt_final_source,qb_td_int_ratio_final,qb_td_int_ratio_final_missing,qb_td_int_ratio_final_source,qb_sack_rate_final,qb_sack_rate_final_missing,qb_sack_rate_final_source,rb_yards_per_carry_final,rb_yards_per_carry_final_missing,rb_yards_per_carry_final_source,rb_yards_per_reception_career,rb_yards_per_reception_career_missing,rb_yards_per_reception_career_source
00-0033791,Brandon Wilson,RB,2017,207,6,CIN,Houston,23.0,0,0.0,1,6.0,1,6.0,2,12.0,6.0,1,1,1,,6.9631,,0,head_b_v3,v3,23.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,0,0,proxy_age_at_draft,22.0,0,proxy_age_at_draft,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,207,0,nfl_data_py,6,0,nfl_data_py,23.0,0,nfl_data_py,,1,,,1,,0.0015690376569037657,0,cfbd,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,10.1,0,cfbd_sp_plus,,1,,0,0,,,,,,,,,,,,,,,,,,,,1,,,1,below_volume_gate
00-0033530,Robert Davis,WR,2017,209,6,WAS,Georgia St.,22.0,0,0.0,3,3.7,0,0.0,3,3.7,1.233,1,1,1,,5.0759,,0,head_b_v3,v3,22.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,0,0,proxy_age_at_draft,21.0,0,proxy_age_at_draft,75.0,0,nfl_combine,219.0,0,nfl_combine,41.0,0,nfl_combine,1,0,nfl_combine_szekely2023_proxy,,1,,,1,,,1,,,1,,,1,,,1,,,1,,209,0,nfl_data_py,6,0,nfl_data_py,,1,,,1,,0.31084900965462325,0,cfbd,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,0,0,proxy_age_at_draft,0,0,,1,,,1,,,,,,,,,,,,,,,,,,,
00-0033585,Brad Kaaya,QB,2017,215,6,DET,Miami (FL),22.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,1,1,,,,0,head_b_v3,v3,22.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,0,0,proxy_age_at_draft,21.0,0,proxy_age_at_draft,76.0,0,nfl_combine,214.0,0,nfl_combine,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,215,0,nfl_data_py,6,0,nfl_data_py,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,0,0,,,,,,,0.62,0,cfbd,8.4,0,cfbd,3.857143,0,cfbd,0.055432,0,cfbd,,,,,,
00-0033968,Stacy Coley,WR,2017,219,7,MIN,Miami (FL),23.0,1,0.0,0,0.0,0,0.0,1,0.0,0.0,1,1,1,,4.9089,,0,head_b_v3,v3,23.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,0,0,proxy_age_at_draft,22.0,0,proxy_age_at_draft,73.0,0,nfl_combine,195.0,0,nfl_combine,34.0,0,nfl_combine,1,0,nfl_combine_szekely2023_proxy,,1,,,1,,,1,,,1,,,1,,,1,,,1,,219,0,nfl_data_py,7,0,nfl_data_py,,1,,,1,,0.2724466891133558,0,cfbd,,1,,,1,,0.2142,0,cfbd,,1,,0.3028,0,cfbd,19.0,0,cfbd_proxy,,1,,,1,,,1,,,1,,,1,,,1,,,1,,13.64,0,cfbd,,1,,,1,,,1,,,1,,0,0,proxy_age_at_draft,0,0,,1,,1.6502,0,cfbd,,,,,,,,,,,,,,,,,,
00-0033589,David Moore,WR,2017,226,7,SEA,East Central (OK),22.0,14,101.0,13,59.6,16,118.80000000000001,43,279.4,6.498,0,1,0,6.4977,4.8253,1.6724,1,head_b_v3,v3,22.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,0,0,proxy_age_at_draft,21.0,0,proxy_age_at_draft,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,226,0,nfl_data_py,7,0,nfl_data_py,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,0,0,proxy_age_at_draft,0,0,,1,,,1,,,,,,,,,,,,,,,,,,,
00-0033471,Isaiah Ford,WR,2017,237,7,MIA,Virginia Tech,21.0,1,0.0,8,48.5,9,55.6,18,104.1,5.783,0,1,0,5.7833,4.8253,0.958,1,head_b_v3,v3,21.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,1,0,proxy_age_at_draft,20.0,0,proxy_age_at_draft,73.0,0,nfl_combine,194.0,0,nfl_combine,35.5,0,nfl_combine,1,0,nfl_combine_szekely2023_proxy,,1,,,1,,,1,,,1,,,1,,,1,,,1,,237,0,nfl_data_py,7,0,nfl_data_py,,1,,,1,,0.26211217288773914,0,cfbd,,1,,,1,,0.3032,0,cfbd,,1,,0.2723,0,cfbd,18.0,0,cfbd_proxy,,1,,,1,,,1,,,1,,,1,,,1,,,1,,13.97,0,cfbd,,1,,,1,,,1,,,1,,1,0,proxy_age_at_draft,0,0,,1,,2.3118,0,cfbd,,,,,,,,,,,,,,,,,,
00-0033304,Devante Mays,RB,2017,238,7,GNB,Utah St.,23.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,1,1,,6.9631,,0,head_b_v3,v3,23.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,0,0,proxy_age_at_draft,22.0,0,proxy_age_at_draft,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,238,0,nfl_data_py,7,0,nfl_data_py,23.0,0,nfl_data_py,,1,,,1,,0.12329423264907136,0,cfbd,,1,,,1,,,1,,,1,,,1,,,1,,0.0589,0,cfbd,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,-4.4,0,cfbd_sp_plus,,1,,0,0,,,,,,,,,,,,,,,,,,,,1,below_volume_gate,,1,below_volume_gate
00-0033591,Noah Brown,WR,2017,239,7,DAL,Ohio St.,21.0,5,10.4,0,0.0,9,29.8,14,40.2,2.871,1,1,0,2.8714,4.8253,-1.9539,1,head_b_v3,v3,21.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,1,0,proxy_age_at_draft,20.0,0,proxy_age_at_draft,74.0,0,nfl_combine,222.0,0,nfl_combine,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,239,0,nfl_data_py,7,0,nfl_data_py,,1,,,1,,0.20689154427018502,0,cfbd,,1,,,1,,0.1451,0,cfbd,,1,,0.2071,0,cfbd,20.0,0,cfbd_proxy,,1,,,1,,,1,,,1,,,1,,,1,,,1,,12.71,0,cfbd,,1,,,1,,,1,,,1,,1,0,proxy_age_at_draft,0,0,,1,,0.9413,0,cfbd,,,,,,,,,,,,,,,,,,
00-0033797,Khalfani Muhammad,RB,2017,241,7,TEN,California,22.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,1,1,,6.9631,,0,head_b_v3,v3,22.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,0,0,proxy_age_at_draft,21.0,0,proxy_age_at_draft,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,241,0,nfl_data_py,7,0,nfl_data_py,22.0,0,nfl_data_py,,1,,,1,,0.28577213822894165,0,cfbd,,1,,,1,,,1,,,1,,,1,,,1,,0.1655,0,cfbd,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2.4,0,cfbd_sp_plus,,1,,0,0,,,,,,,,,,,,,,,,,,,5.4408,0,cfbd,10.3818,0,cfbd
00-0033975,Elijah Hood,RB,2017,242,7,OAK,North Carolina,21.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,1,1,,6.9631,,0,head_b_v3,v3,21.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,1,0,proxy_age_at_draft,20.0,0,proxy_age_at_draft,72.0,0,nfl_combine,232.0,0,nfl_combine,,1,,,1,,,1,,232.0,0,nfl_combine,,1,,,1,,,1,,,1,,,1,,242,0,nfl_data_py,7,0,nfl_data_py,21.0,0,nfl_data_py,,1,,,1,,0.4167420132610006,0,cfbd,,1,,,1,,,1,,,1,,,1,,,1,,0.1883,0,cfbd,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,15.9,0,cfbd_sp_plus,,1,,0,0,,,,,,,,,,,,,,,,,,,5.9172,0,cfbd,5.3684,0,cfbd
00-0033305,Malachi Dupre,WR,2017,247,7,GNB,LSU,21.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,1,1,,4.8253,,0,head_b_v3,v3,21.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,1,0,proxy_age_at_draft,20.0,0,proxy_age_at_draft,74.0,0,nfl_combine,196.0,0,nfl_combine,39.5,0,nfl_combine,1,0,nfl_combine_szekely2023_proxy,,1,,,1,,,1,,,1,,,1,,,1,,,1,,247,0,nfl_data_py,7,0,nfl_data_py,,1,,,1,,0.2549868478737396,0,cfbd,,1,,,1,,0.22,0,cfbd,,1,,0.26,0,cfbd,18.0,0,cfbd_proxy,,1,,,1,,,1,,,1,,,1,,,1,,,1,,15.79,0,cfbd,,1,,,1,,,1,,,1,,1,0,proxy_age_at_draft,0,0,,1,,1.5235,0,cfbd,,,,,,,,,,,,,,,,,,
00-0033594,Chris Carson,RB,2017,249,7,SEA,Oklahoma St.,22.0,14,201.4,15,232.6,12,187.8,41,621.8,15.166,0,1,0,15.1659,6.9631,8.2028,1,head_b_v3,v3,22.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,0,0,proxy_age_at_draft,21.0,0,proxy_age_at_draft,72.0,0,nfl_combine,218.0,0,nfl_combine,,1,,,1,,99.09,0,combine_barnwell2008,218.0,0,nfl_combine,,1,,1,0,combine_szekely2023_proxy,,1,,,1,,,1,,249,0,nfl_data_py,7,0,nfl_data_py,22.0,0,nfl_data_py,,1,,,1,,0.26646921431787485,0,cfbd,,1,,,1,,,1,,,1,,,1,,,1,,0.1051,0,cfbd,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,16.4,0,cfbd_sp_plus,,1,,0,0,,,,,,,,,,,,,,,,,,,7.0141,0,cfbd,9.1923,0,cfbd
00-0033798,Mason Schreck,TE,2017,251,7,CIN,Buffalo,23.0,0,0.0,0,0.0,1,0.0,1,0.0,0.0,1,1,1,,4.3667,,0,head_b_v3,v3,23.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,0,0,proxy_age_at_draft,22.0,0,proxy_age_at_draft,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,251,0,nfl_data_py,7,0,nfl_data_py,,1,,23.0,0,nfl_data_py,,1,,,1,,0.3171049648605758,0,cfbd,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1.6398,0,cfbd,,1,,,1,,,1,,,1,,10.3,0,cfbd,,1,,,1,,,1,,,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
00-0033596,Matthew Dayes,RB,2017,252,7,CLE,North Carolina St.,23.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,1,1,,6.525,,0,head_b_v3,v3,23.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,0,0,proxy_age_at_draft,22.0,0,proxy_age_at_draft,69.0,0,nfl_combine,205.0,0,nfl_combine,,1,,,1,,102.7,0,combine_barnwell2008,205.0,0,nfl_combine,,1,,1,0,combine_szekely2023_proxy,,1,,,1,,,1,,252,0,nfl_data_py,7,0,nfl_data_py,23.0,0,nfl_data_py,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,0.271,0,cfbd,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,9.4,0,cfbd_sp_plus,,1,,0,0,,,,,,,,,,,,,,,,,,,4.6625,0,cfbd,9.3958,0,cfbd
00-0033597,Chad Kelly,QB,2017,253,7,DEN,Mississippi,23.0,1,-0.1,0,0.0,0,0.0,1,-0.1,-0.1,1,1,1,,,,0,head_b_v3,v3,23.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,0,0,proxy_age_at_draft,22.0,0,proxy_age_at_draft,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,253,0,nfl_data_py,7,0,nfl_data_py,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,0,0,,,,,,,,1,,,1,,,1,,,1,,,,,,,
00-0034855,Baker Mayfield,QB,2018,1,1,CLE,Oklahoma,23.0,16,235.42000000000002,16,248.62,14,179.8,46,663.84,14.431,0,1,0,14.4313,,,0,head_b_v3,v3,23.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,0,0,proxy_age_at_draft,22.0,0,proxy_age_at_draft,73.0,0,nfl_combine,215.0,0,nfl_combine,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,0,nfl_data_py,1,0,nfl_data_py,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,0,0,,,,,,,0.705,0,cfbd,11.5,0,cfbd,7.166667,0,cfbd,0.054585,0,cfbd,,,,,,
00-0034844,Saquon Barkley,RB,2018,2,1,NYG,Penn St.,21.0,13,244.10000000000002,2,15.400000000000002,13,148.6,28,408.1,14.575,0,1,0,14.575,19.6562,-5.0812,1,head_b_v3,v3,21.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,1,0,proxy_age_at_draft,20.0,0,proxy_age_at_draft,72.0,0,nfl_combine,233.0,0,nfl_combine,,1,,,1,,124.33,0,combine_barnwell2008,233.0,0,nfl_combine,,1,,1,0,combine_szekely2023_proxy,,1,,,1,,,1,,2,0,nfl_data_py,1,0,nfl_data_py,21.0,0,nfl_data_py,,1,,,1,,0.5372965641952984,0,cfbd,,1,,,1,,,1,,,1,,,1,,,1,,0.3165,0,cfbd,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,26.0,0,cfbd_sp_plus,,1,,0,0,,,,,,,,,,,,,,,,,,,5.6985,0,cfbd,12.8118,0,cfbd
00-0034869,Sam Darnold,QB,2018,3,1,NYJ,USC,21.0,13,189.16,12,134.02,12,157.28,37,480.46,12.985,0,1,0,12.9854,,,0,head_b_v3,v3,21.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,1,0,proxy_age_at_draft,20.0,0,proxy_age_at_draft,75.0,0,nfl_combine,221.0,0,nfl_combine,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,3,0,nfl_data_py,1,0,nfl_data_py,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,0,0,,,,,,,0.631,0,cfbd,8.6,0,cfbd,2.0,0,cfbd,0.057582,0,cfbd,,,,,,
00-0034857,Josh Allen,QB,2018,7,1,BUF,Wyoming,22.0,16,288.56,16,396.06,17,402.58,49,1087.2,22.188,0,1,0,22.1878,,,0,head_b_v3,v3,22.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,0,0,proxy_age_at_draft,21.0,0,proxy_age_at_draft,77.0,0,nfl_combine,237.0,0,nfl_combine,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,7,0,nfl_data_py,1,0,nfl_data_py,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,0,0,,,,,,,0.563,0,cfbd,6.7,0,cfbd,2.666667,0,cfbd,0.061995,0,cfbd,,,,,,
00-0034343,Josh Rosen,QB,2018,10,1,ARI,UCLA,21.0,5,17.98,0,0.0,3,-3.24,8,14.74,1.842,1,1,0,1.8425,,,0,head_b_v3,v3,21.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,1,0,proxy_age_at_draft,20.0,0,proxy_age_at_draft,76.0,0,nfl_combine,226.0,0,nfl_combine,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,10,0,nfl_data_py,1,0,nfl_data_py,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,0,0,,,,,,,0.625,0,cfbd,8.2,0,cfbd,2.6,0,cfbd,0.051418,0,cfbd,,,,,,
00-0034827,D.J. Moore,WR,2018,24,1,CAR,Maryland,21.0,15,230.5,15,211.5,17,237.5,47,679.5,14.457,0,1,0,14.4574,10.3868,4.0706,1,head_b_v3,v3,21.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,1,0,proxy_age_at_draft,20.0,0,proxy_age_at_draft,72.0,0,nfl_combine,210.0,0,nfl_combine,39.5,0,nfl_combine,1,0,nfl_combine_szekely2023_proxy,,1,,,1,,,1,,,1,,,1,,,1,,,1,,24,0,nfl_data_py,1,0,nfl_data_py,,1,,,1,,0.5329037800687285,0,cfbd,,1,,,1,,0.5325,0,cfbd,,1,,0.5329,0,cfbd,19.0,0,cfbd_proxy,,1,,,1,,,1,,,1,,,1,,,1,,,1,,13.9,0,cfbd,,1,,,1,,,1,,,1,,1,0,proxy_age_at_draft,0,0,,1,,3.2484,0,cfbd,,,,,,,,,,,,,,,,,,
00-0034830,Hayden Hurst,TE,2018,25,1,BAL,South Carolina,25.0,16,76.9,16,149.1,12,64.1,44,290.1,6.593,0,1,0,6.5932,9.9687,-3.3755,1,head_b_v3,v3,25.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,0,0,proxy_age_at_draft,24.0,0,proxy_age_at_draft,76.0,0,nfl_combine,250.0,0,nfl_combine,,1,,,1,,,1,,,1,,,1,,,1,,250.0,0,nfl_combine,30.43,0,nfl_combine_derived,105.12,0,combine_pp_hass_approx,25,0,nfl_data_py,1,0,nfl_data_py,,1,,25.0,0,nfl_data_py,,1,,,1,,0.15559134653622841,0,cfbd,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1.3048,0,cfbd,,1,,,1,,,1,,,1,,12.68,0,cfbd,,1,,,1,,,1,,,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
00-0034837,Calvin Ridley,WR,2018,26,1,ATL,Alabama,23.0,13,197.0,15,281.5,5,71.10000000000001,33,549.6,16.655,0,1,0,16.6545,10.3868,6.2677,1,head_b_v3,v3,23.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,0,0,proxy_age_at_draft,22.0,0,proxy_age_at_draft,72.0,0,nfl_combine,189.0,0,nfl_combine,31.0,0,nfl_combine,1,0,nfl_combine_szekely2023_proxy,,1,,,1,,,1,,,1,,,1,,,1,,,1,,26,0,nfl_data_py,1,0,nfl_data_py,,1,,,1,,0.2678307659843849,0,cfbd,,1,,,1,,0.3732,0,cfbd,,1,,0.2518,0,cfbd,20.0,0,cfbd_proxy,,1,,,1,,,1,,,1,,,1,,,1,,,1,,12.84,0,cfbd,,1,,,1,,,1,,,1,,0,0,proxy_age_at_draft,0,0,,1,,2.6988,0,cfbd,,,,,,,,,,,,,,,,,,
00-0034750,Rashaad Penny,RB,2018,27,1,SEA,San Diego St.,22.0,9,75.3,3,3.4000000000000004,10,121.7,22,200.4,9.109,0,1,0,9.1091,12.444,-3.3349,1,head_b_v3,v3,22.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,0,0,proxy_age_at_draft,21.0,0,proxy_age_at_draft,71.0,0,nfl_combine,220.0,0,nfl_combine,,1,,,1,,111.2,0,combine_barnwell2008,220.0,0,nfl_combine,,1,,1,0,combine_szekely2023_proxy,,1,,,1,,,1,,27,0,nfl_data_py,1,0,nfl_data_py,22.0,0,nfl_data_py,,1,,,1,,0.6909589496426791,0,cfbd,,1,,,1,,,1,,,1,,,1,,,1,,0.4388,0,cfbd,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,4.5,0,cfbd_sp_plus,,1,,0,0,,,,,,,,,,,,,,,,,,,7.3709,0,cfbd,12.05,0,cfbd
00-0034845,Sony Michel,RB,2018,31,1,NWE,Georgia,23.0,16,152.6,8,75.30000000000001,17,146.3,41,374.2,9.127,0,1,0,9.1268,12.444,-3.3172,1,head_b_v3,v3,23.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,0,0,proxy_age_at_draft,22.0,0,proxy_age_at_draft,71.0,0,nfl_combine,214.0,0,nfl_combine,,1,,,1,,100.74,0,combine_barnwell2008,214.0,0,nfl_combine,,1,,1,0,combine_szekely2023_proxy,,1,,,1,,,1,,31,0,nfl_data_py,1,0,nfl_data_py,23.0,0,nfl_data_py,,1,,,1,,0.3487579242223205,0,cfbd,,1,,,1,,,1,,,1,,,1,,,1,,0.1768,0,cfbd,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,26.7,0,cfbd_sp_plus,,1,,0,0,,,,,,,,,,,,,,,,,,,7.2366,0,cfbd,9.0893,0,cfbd
00-0034796,Lamar Jackson,QB,2018,32,1,BAL,Louisville,21.0,15,415.68,15,332.78000000000003,12,239.98000000000002,42,988.44,23.534,0,1,0,23.5343,,,0,head_b_v3,v3,21.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,1,0,proxy_age_at_draft,20.0,0,proxy_age_at_draft,74.0,0,nfl_combine,216.0,0,nfl_combine,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,32,0,nfl_data_py,1,0,nfl_data_py,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,0,0,,,,,,,0.591,0,cfbd,8.5,0,cfbd,2.7,0,cfbd,0.066398,0,cfbd,,,,,,
00-0034791,Nick Chubb,RB,2018,35,2,CLE,Georgia,22.0,16,257.1,12,207.70000000000002,14,215.3,42,680.1,16.193,0,1,0,16.1929,12.444,3.7489,1,head_b_v3,v3,22.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,0,0,proxy_age_at_draft,21.0,0,proxy_age_at_draft,71.0,0,nfl_combine,227.0,0,nfl_combine,,1,,,1,,108.77,0,combine_barnwell2008,227.0,0,nfl_combine,7.09,0,nfl_combine,1,0,combine_szekely2023_proxy,,1,,,1,,,1,,35,0,nfl_data_py,2,0,nfl_data_py,22.0,0,nfl_data_py,,1,,,1,,0.3520750405425328,0,cfbd,,1,,,1,,,1,,,1,,,1,,,1,,0.2126,0,cfbd,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,26.7,0,cfbd_sp_plus,,1,,0,0,,,,,,,,,,,,,,,,,,,6.1518,0,cfbd,12.0667,0,cfbd
00-0034816,Ronald Jones II,RB,2018,38,2,TAM,USC,21.0,16,166.3,14,186.3,15,79.2,45,431.8,9.596,0,1,0,9.5956,12.444,-2.8484,1,head_b_v3,v3,21.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,1,0,proxy_age_at_draft,20.0,0,proxy_age_at_draft,71.0,0,nfl_combine,205.0,0,nfl_combine,,1,,,1,,87.69,0,combine_barnwell2008,205.0,0,nfl_combine,,1,,1,0,combine_szekely2023_proxy,,1,,,1,,,1,,38,0,nfl_data_py,2,0,nfl_data_py,21.0,0,nfl_data_py,,1,,,1,,0.6266985187452587,0,cfbd,,1,,,1,,,1,,,1,,,1,,,1,,0.2613,0,cfbd,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,17.9,0,cfbd_sp_plus,,1,,0,0,,,,,,,,,,,,,,,,,,,6.1405,0,cfbd,9.8966,0,cfbd
